received_utc,valid,error,seq_gap,seq,d_pct,v_mv,i_ma,p_mw,mppt,fault,chk,computed_chk,bess_soc_pct,bess_power_w,bess_load_w,bess_state,bess_energy_wh,bess_capacity_wh,tracker_state,tracker_pan_deg,tracker_tilt_deg,tracker_sun_pan_deg,tracker_sun_tilt_deg,tracker_error_deg,tracker_servo_enabled,vision_mode,vision_detected,vision_confidence,vision_target_x_px,vision_target_y_px,vision_x_error,vision_y_error,vision_frame_w,vision_frame_h,vision_brightness_max,vision_area_px,comm_layer,comm_frame_ok,comm_bridge_gap,comm_payload_bytes,comm_frame_bytes,comm_frame_bits,comm_qpsk_symbols,comm_ofdm_symbols,comm_pad_q,comm_tx_samples,comm_cp_samples,comm_pilot_bins,comm_status_line,raw_line,source_label
2026-08-10T06:56:46.604860+00:00,1,,0,15,22,67.0,0.067,0.004489,trk,0,,,55.0,0.0,0.0,idle,27.5,50.0,track-pan,45.0,90.0,41.936,55.657,34.48,1,,,,,,,,,,,,CRC/QPSK/OFDM,1,0,129,133,1064,532,12,44,960,192,48,"p1br,seq=00015,frame_b=00133,bits=01064,qpsk=00532,ofdm=012,pad_q=00044,gap=0,ok=1","ldrtrk,seq=00015,pan=045.00,tilt=090.00,sun_pan=041.94,sun_tilt=055.66,err=34.48,state=track-pan",Orin real four-LDR servo tracker
2026-08-10T06:56:47.100587+00:00,1,,0,16,20,67.0,0.067,0.004489,trk,0,,,55.0,0.0,0.0,idle,27.5,50.0,track-pan,42.0,90.0,41.687,55.63,34.372,1,,,,,,,,,,,,CRC/QPSK/OFDM,1,0,129,133,1064,532,12,44,960,192,48,"p1br,seq=00016,frame_b=00133,bits=01064,qpsk=00532,ofdm=012,pad_q=00044,gap=0,ok=1","ldrtrk,seq=00016,pan=042.00,tilt=090.00,sun_pan=041.69,sun_tilt=055.63,err=34.37,state=track-pan",Orin real four-LDR servo tracker
2026-08-10T06:56:47.611545+00:00,1,,0,17,20,62.0,0.062,0.003844,trk,0,,,55.0,0.0,0.0,idle,27.5,50.0,track-tilt,42.0,90.0,44.134,59.007,31.066,1,,,,,,,,,,,,CRC/QPSK/OFDM,1,0,129,133,1064,532,12,44,960,192,48,"p1br,seq=00017,frame_b=00133,bits=01064,qpsk=00532,ofdm=012,pad_q=00044,gap=0,ok=1","ldrtrk,seq=00017,pan=042.00,tilt=090.00,sun_pan=044.13,sun_tilt=059.01,err=31.07,state=track-tilt",Orin real four-LDR servo tracker
2026-08-10T06:56:48.121867+00:00,1,,0,18,20,67.0,0.067,0.004489,trk,0,,,55.0,0.0,0.0,idle,27.5,50.0,track-tilt,42.0,87.0,41.87,56.889,30.111,1,,,,,,,,,,,,CRC/QPSK/OFDM,1,0,129,133,1064,532,12,44,960,192,48,"p1br,seq=00018,frame_b=00133,bits=01064,qpsk=00532,ofdm=012,pad_q=00044,gap=0,ok=1","ldrtrk,seq=00018,pan=042.00,tilt=087.00,sun_pan=041.87,sun_tilt=056.89,err=30.11,state=track-tilt",Orin real four-LDR servo tracker
2026-08-10T06:56:48.617860+00:00,1,,0,19,20,62.0,0.062,0.003844,trk,0,,,55.0,0.0,0.0,idle,27.5,50.0,track-tilt,42.0,84.0,44.998,60.13,24.058,1,,,,,,,,,,,,CRC/QPSK/OFDM,1,0,129,133,1064,532,12,44,960,192,48,"p1br,seq=00019,frame_b=00133,bits=01064,qpsk=00532,ofdm=012,pad_q=00044,gap=0,ok=1","ldrtrk,seq=00019,pan=042.00,tilt=084.00,sun_pan=045.00,sun_tilt=060.13,err=24.06,state=track-tilt",Orin real four-LDR servo tracker
2026-08-10T06:56:49.130192+00:00,1,,0,20,20,62.0,0.062,0.003844,trk,0,,,55.0,0.0,0.0,idle,27.5,50.0,track-tilt,42.0,81.0,44.668,59.036,22.126,1,,,,,,,,,,,,CRC/QPSK/OFDM,1,0,129,133,1064,532,12,44,960,192,48,"p1br,seq=00020,frame_b=00133,bits=01064,qpsk=00532,ofdm=012,pad_q=00044,gap=0,ok=1","ldrtrk,seq=00020,pan=042.00,tilt=081.00,sun_pan=044.67,sun_tilt=059.04,err=22.13,state=track-tilt",Orin real four-LDR servo tracker
2026-08-10T06:56:49.626317+00:00,1,,0,21,20,67.0,0.067,0.004489,trk,0,,,55.0,0.0,0.0,idle,27.5,50.0,track-tilt,42.0,78.0,43.924,57.133,20.956,1,,,,,,,,,,,,CRC/QPSK/OFDM,1,0,129,133,1064,532,12,44,960,192,48,"p1br,seq=00021,frame_b=00133,bits=01064,qpsk=00532,ofdm=012,pad_q=00044,gap=0,ok=1","ldrtrk,seq=00021,pan=042.00,tilt=078.00,sun_pan=043.92,sun_tilt=057.13,err=20.96,state=track-tilt",Orin real four-LDR servo tracker
2026-08-10T06:56:50.138782+00:00,1,,0,22,20,67.0,0.067,0.004489,trk,0,,,55.0,0.0,0.0,idle,27.5,50.0,track-tilt,42.0,75.0,43.797,57.215,17.876,1,,,,,,,,,,,,CRC/QPSK/OFDM,1,0,129,133,1064,532,12,44,960,192,48,"p1br,seq=00022,frame_b=00133,bits=01064,qpsk=00532,ofdm=012,pad_q=00044,gap=0,ok=1","ldrtrk,seq=00022,pan=042.00,tilt=075.00,sun_pan=043.80,sun_tilt=057.21,err=17.88,state=track-tilt",Orin real four-LDR servo tracker
2026-08-10T06:56:50.633443+00:00,1,,0,23,20,67.0,0.067,0.004489,trk,0,,,55.0,0.0,0.0,idle,27.5,50.0,track-tilt,42.0,72.0,44.578,58.053,14.183,1,,,,,,,,,,,,CRC/QPSK/OFDM,1,0,129,133,1064,532,12,44,960,192,48,"p1br,seq=00023,frame_b=00133,bits=01064,qpsk=00532,ofdm=012,pad_q=00044,gap=0,ok=1","ldrtrk,seq=00023,pan=042.00,tilt=072.00,sun_pan=044.58,sun_tilt=058.05,err=14.18,state=track-tilt",Orin real four-LDR servo tracker
2026-08-10T06:56:51.144974+00:00,1,,0,24,20,67.0,0.067,0.004489,trk,0,,,55.0,0.0,0.0,idle,27.5,50.0,track-tilt,42.0,69.0,44.847,59.113,10.289,1,,,,,,,,,,,,CRC/QPSK/OFDM,1,0,129,133,1064,532,12,44,960,192,48,"p1br,seq=00024,frame_b=00133,bits=01064,qpsk=00532,ofdm=012,pad_q=00044,gap=0,ok=1","ldrtrk,seq=00024,pan=042.00,tilt=069.00,sun_pan=044.85,sun_tilt=059.11,err=10.29,state=track-tilt",Orin real four-LDR servo tracker
2026-08-10T06:56:51.656411+00:00,1,,0,25,20,67.0,0.067,0.004489,trk,0,,,55.0,0.0,0.0,idle,27.5,50.0,track-tilt,42.0,66.0,44.917,60.022,6.652,1,,,,,,,,,,,,CRC/QPSK/OFDM,1,0,129,133,1064,532,12,44,960,192,48,"p1br,seq=00025,frame_b=00133,bits=01064,qpsk=00532,ofdm=012,pad_q=00044,gap=0,ok=1","ldrtrk,seq=00025,pan=042.00,tilt=066.00,sun_pan=044.92,sun_tilt=060.02,err=06.65,state=track-tilt",Orin real four-LDR servo tracker
2026-08-10T06:56:52.152199+00:00,1,,0,26,20,62.0,0.062,0.003844,trk,0,,,55.0,0.0,0.0,idle,27.5,50.0,track-tilt,42.0,63.0,45.019,61.11,3.562,1,,,,,,,,,,,,CRC/QPSK/OFDM,1,0,129,133,1064,532,12,44,960,192,48,"p1br,seq=00026,frame_b=00133,bits=01064,qpsk=00532,ofdm=012,pad_q=00044,gap=0,ok=1","ldrtrk,seq=00026,pan=042.00,tilt=063.00,sun_pan=045.02,sun_tilt=061.11,err=03.56,state=track-tilt",Orin real four-LDR servo tracker
2026-08-10T06:56:52.663423+00:00,1,,0,27,20,71.0,0.071,0.005041,trk,0,,,55.0,0.0,0.0,idle,27.5,50.0,track-tilt,42.0,60.0,43.295,57.704,2.636,1,,,,,,,,,,,,CRC/QPSK/OFDM,1,0,129,133,1064,532,12,44,960,192,48,"p1br,seq=00027,frame_b=00133,bits=01064,qpsk=00532,ofdm=012,pad_q=00044,gap=0,ok=1","ldrtrk,seq=00027,pan=042.00,tilt=060.00,sun_pan=043.29,sun_tilt=057.70,err=02.64,state=track-tilt",Orin real four-LDR servo tracker
2026-08-10T06:56:53.157996+00:00,1,,0,28,20,75.0,0.075,0.005625,trk,0,,,55.0,0.0,0.0,idle,27.5,50.0,track-tilt,42.0,57.0,41.641,55.973,1.088,1,,,,,,,,,,,,CRC/QPSK/OFDM,1,0,129,133,1064,532,12,44,960,192,48,"p1br,seq=00028,frame_b=00133,bits=01064,qpsk=00532,ofdm=012,pad_q=00044,gap=0,ok=1","ldrtrk,seq=00028,pan=042.00,tilt=057.00,sun_pan=041.64,sun_tilt=055.97,err=01.09,state=track-tilt",Orin real four-LDR servo tracker
2026-08-10T06:56:53.669166+00:00,1,,0,29,20,75.0,0.075,0.005625,trk,0,,,55.0,0.0,0.0,idle,27.5,50.0,locked,42.0,57.0,41.897,56.487,0.524,1,,,,,,,,,,,,CRC/QPSK/OFDM,1,0,129,133,1064,532,12,44,960,192,48,"p1br,seq=00029,frame_b=00133,bits=01064,qpsk=00532,ofdm=012,pad_q=00044,gap=0,ok=1","ldrtrk,seq=00029,pan=042.00,tilt=057.00,sun_pan=041.90,sun_tilt=056.49,err=00.52,state=locked",Orin real four-LDR servo tracker
2026-08-10T06:56:54.178598+00:00,1,,0,30,20,75.0,0.075,0.005625,trk,0,,,55.0,0.0,0.0,idle,27.5,50.0,locked,42.0,57.0,41.973,56.013,0.987,1,,,,,,,,,,,,CRC/QPSK/OFDM,1,0,129,133,1064,532,12,44,960,192,48,"p1br,seq=00030,frame_b=00133,bits=01064,qpsk=00532,ofdm=012,pad_q=00044,gap=0,ok=1","ldrtrk,seq=00030,pan=042.00,tilt=057.00,sun_pan=041.97,sun_tilt=056.01,err=00.99,state=locked",Orin real four-LDR servo tracker
2026-08-10T06:56:54.675558+00:00,1,,0,31,20,75.0,0.075,0.005625,trk,0,,,55.0,0.0,0.0,idle,27.5,50.0,locked,42.0,57.0,41.963,56.44,0.561,1,,,,,,,,,,,,CRC/QPSK/OFDM,1,0,129,133,1064,532,12,44,960,192,48,"p1br,seq=00031,frame_b=00133,bits=01064,qpsk=00532,ofdm=012,pad_q=00044,gap=0,ok=1","ldrtrk,seq=00031,pan=042.00,tilt=057.00,sun_pan=041.96,sun_tilt=056.44,err=00.56,state=locked",Orin real four-LDR servo tracker
2026-08-10T06:56:55.186498+00:00,1,,0,32,20,71.0,0.071,0.005041,trk,0,,,55.0,0.0,0.0,idle,27.5,50.0,track-tilt,42.0,57.0,42.272,55.826,1.205,1,,,,,,,,,,,,CRC/QPSK/OFDM,1,0,129,133,1064,532,12,44,960,192,48,"p1br,seq=00032,frame_b=00133,bits=01064,qpsk=00532,ofdm=012,pad_q=00044,gap=0,ok=1","ldrtrk,seq=00032,pan=042.00,tilt=057.00,sun_pan=042.27,sun_tilt=055.83,err=01.21,state=track-tilt",Orin real four-LDR servo tracker
2026-08-10T06:56:55.681933+00:00,1,,0,33,20,71.0,0.071,0.005041,trk,0,,,55.0,0.0,0.0,idle,27.5,50.0,track-pan,42.0,57.0,44.067,57.118,2.07,1,,,,,,,,,,,,CRC/QPSK/OFDM,1,0,129,133,1064,532,12,44,960,192,48,"p1br,seq=00033,frame_b=00133,bits=01064,qpsk=00532,ofdm=012,pad_q=00044,gap=0,ok=1","ldrtrk,seq=00033,pan=042.00,tilt=057.00,sun_pan=044.07,sun_tilt=057.12,err=02.07,state=track-pan",Orin real four-LDR servo tracker
2026-08-10T06:56:56.194475+00:00,1,,0,34,21,67.0,0.067,0.004489,trk,0,,,55.0,0.0,0.0,idle,27.5,50.0,track-pan,44.169,57.0,44.169,58.079,1.079,1,,,,,,,,,,,,CRC/QPSK/OFDM,1,0,129,133,1064,532,12,44,960,192,48,"p1br,seq=00034,frame_b=00133,bits=01064,qpsk=00532,ofdm=012,pad_q=00044,gap=0,ok=1","ldrtrk,seq=00034,pan=044.17,tilt=057.00,sun_pan=044.17,sun_tilt=058.08,err=01.08,state=track-pan",Orin real four-LDR servo tracker
2026-08-10T06:56:56.704577+00:00,1,,0,35,21,71.0,0.071,0.005041,trk,0,,,55.0,0.0,0.0,idle,27.5,50.0,track-tilt,44.169,57.0,43.731,59.198,2.242,1,,,,,,,,,,,,CRC/QPSK/OFDM,1,0,129,133,1064,532,12,44,960,192,48,"p1br,seq=00035,frame_b=00133,bits=01064,qpsk=00532,ofdm=012,pad_q=00044,gap=0,ok=1","ldrtrk,seq=00035,pan=044.17,tilt=057.00,sun_pan=043.73,sun_tilt=059.20,err=02.24,state=track-tilt",Orin real four-LDR servo tracker
2026-08-10T06:56:57.201905+00:00,1,,0,36,21,71.0,0.071,0.005041,trk,0,,,55.0,0.0,0.0,idle,27.5,50.0,track-tilt,44.169,58.247,44.196,58.247,0.027,1,,,,,,,,,,,,CRC/QPSK/OFDM,1,0,129,133,1064,532,12,44,960,192,48,"p1br,seq=00036,frame_b=00133,bits=01064,qpsk=00532,ofdm=012,pad_q=00044,gap=0,ok=1","ldrtrk,seq=00036,pan=044.17,tilt=058.25,sun_pan=044.20,sun_tilt=058.25,err=00.03,state=track-tilt",Orin real four-LDR servo tracker
2026-08-10T06:56:57.714032+00:00,1,,0,37,21,67.0,0.067,0.004489,trk,0,,,55.0,0.0,0.0,idle,27.5,50.0,track-tilt,44.169,59.618,44.839,59.618,0.671,1,,,,,,,,,,,,CRC/QPSK/OFDM,1,0,129,133,1064,532,12,44,960,192,48,"p1br,seq=00037,frame_b=00133,bits=01064,qpsk=00532,ofdm=012,pad_q=00044,gap=0,ok=1","ldrtrk,seq=00037,pan=044.17,tilt=059.62,sun_pan=044.84,sun_tilt=059.62,err=00.67,state=track-tilt",Orin real four-LDR servo tracker
2026-08-10T06:56:58.208169+00:00,1,,0,38,21,67.0,0.067,0.004489,trk,0,,,55.0,0.0,0.0,idle,27.5,50.0,locked,44.169,59.618,44.495,60.5,0.94,1,,,,,,,,,,,,CRC/QPSK/OFDM,1,0,129,133,1064,532,12,44,960,192,48,"p1br,seq=00038,frame_b=00133,bits=01064,qpsk=00532,ofdm=012,pad_q=00044,gap=0,ok=1","ldrtrk,seq=00038,pan=044.17,tilt=059.62,sun_pan=044.50,sun_tilt=060.50,err=00.94,state=locked",Orin real four-LDR servo tracker
2026-08-10T06:56:58.721616+00:00,1,,0,39,21,67.0,0.067,0.004489,trk,0,,,55.0,0.0,0.0,idle,27.5,50.0,locked,44.169,59.618,44.541,58.791,0.907,1,,,,,,,,,,,,CRC/QPSK/OFDM,1,0,129,133,1064,532,12,44,960,192,48,"p1br,seq=00039,frame_b=00133,bits=01064,qpsk=00532,ofdm=012,pad_q=00044,gap=0,ok=1","ldrtrk,seq=00039,pan=044.17,tilt=059.62,sun_pan=044.54,sun_tilt=058.79,err=00.91,state=locked",Orin real four-LDR servo tracker
2026-08-10T06:56:59.214320+00:00,1,,0,40,21,71.0,0.071,0.005041,trk,0,,,55.0,0.0,0.0,idle,27.5,50.0,locked,44.169,59.618,44.357,60.3,0.708,1,,,,,,,,,,,,CRC/QPSK/OFDM,1,0,129,133,1064,532,12,44,960,192,48,"p1br,seq=00040,frame_b=00133,bits=01064,qpsk=00532,ofdm=012,pad_q=00044,gap=0,ok=1","ldrtrk,seq=00040,pan=044.17,tilt=059.62,sun_pan=044.36,sun_tilt=060.30,err=00.71,state=locked",Orin real four-LDR servo tracker
2026-08-10T06:56:59.725371+00:00,1,,0,41,21,71.0,0.071,0.005041,trk,0,,,55.0,0.0,0.0,idle,27.5,50.0,track-tilt,44.169,59.618,44.072,56.803,2.817,1,,,,,,,,,,,,CRC/QPSK/OFDM,1,0,129,133,1064,532,12,44,960,192,48,"p1br,seq=00041,frame_b=00133,bits=01064,qpsk=00532,ofdm=012,pad_q=00044,gap=0,ok=1","ldrtrk,seq=00041,pan=044.17,tilt=059.62,sun_pan=044.07,sun_tilt=056.80,err=02.82,state=track-tilt",Orin real four-LDR servo tracker
2026-08-10T06:57:00.239157+00:00,1,,0,42,21,80.0,0.08,0.0064,trk,0,,,55.0,0.0,0.0,idle,27.5,50.0,track-tilt,44.169,56.852,42.634,56.852,1.535,1,,,,,,,,,,,,CRC/QPSK/OFDM,1,0,129,133,1064,532,12,44,960,192,48,"p1br,seq=00042,frame_b=00133,bits=01064,qpsk=00532,ofdm=012,pad_q=00044,gap=0,ok=1","ldrtrk,seq=00042,pan=044.17,tilt=056.85,sun_pan=042.63,sun_tilt=056.85,err=01.53,state=track-tilt",Orin real four-LDR servo tracker
2026-08-10T06:57:00.734836+00:00,1,,0,43,21,75.0,0.075,0.005625,trk,0,,,55.0,0.0,0.0,idle,27.5,50.0,track-tilt,44.169,55.237,42.138,55.237,2.031,1,,,,,,,,,,,,CRC/QPSK/OFDM,1,0,129,133,1064,532,12,44,960,192,48,"p1br,seq=00043,frame_b=00133,bits=01064,qpsk=00532,ofdm=012,pad_q=00044,gap=0,ok=1","ldrtrk,seq=00043,pan=044.17,tilt=055.24,sun_pan=042.14,sun_tilt=055.24,err=02.03,state=track-tilt",Orin real four-LDR servo tracker
2026-08-10T06:57:01.244472+00:00,1,,0,44,21,71.0,0.071,0.005041,trk,0,,,55.0,0.0,0.0,idle,27.5,50.0,track-tilt,44.169,55.237,44.008,59.189,3.955,1,,,,,,,,,,,,CRC/QPSK/OFDM,1,0,129,133,1064,532,12,44,960,192,48,"p1br,seq=00044,frame_b=00133,bits=01064,qpsk=00532,ofdm=012,pad_q=00044,gap=0,ok=1","ldrtrk,seq=00044,pan=044.17,tilt=055.24,sun_pan=044.01,sun_tilt=059.19,err=03.95,state=track-tilt",Orin real four-LDR servo tracker
2026-08-10T06:57:01.741609+00:00,1,,0,45,21,71.0,0.071,0.005041,trk,0,,,55.0,0.0,0.0,idle,27.5,50.0,track-tilt,44.169,58.016,43.922,58.016,0.246,1,,,,,,,,,,,,CRC/QPSK/OFDM,1,0,129,133,1064,532,12,44,960,192,48,"p1br,seq=00045,frame_b=00133,bits=01064,qpsk=00532,ofdm=012,pad_q=00044,gap=0,ok=1","ldrtrk,seq=00045,pan=044.17,tilt=058.02,sun_pan=043.92,sun_tilt=058.02,err=00.25,state=track-tilt",Orin real four-LDR servo tracker
