received_utc,valid,error,seq_gap,seq,d_pct,v_mv,i_ma,p_mw,mppt,fault,chk,computed_chk,bess_soc_pct,bess_power_w,bess_load_w,bess_state,bess_energy_wh,bess_capacity_wh,tracker_state,tracker_pan_deg,tracker_tilt_deg,tracker_sun_pan_deg,tracker_sun_tilt_deg,tracker_error_deg,tracker_servo_enabled,vision_mode,vision_detected,vision_confidence,vision_target_x_px,vision_target_y_px,vision_x_error,vision_y_error,vision_frame_w,vision_frame_h,vision_brightness_max,vision_area_px,comm_layer,comm_frame_ok,comm_bridge_gap,comm_payload_bytes,comm_frame_bytes,comm_frame_bits,comm_qpsk_symbols,comm_ofdm_symbols,comm_pad_q,comm_tx_samples,comm_cp_samples,comm_pilot_bins,comm_status_line,raw_line,source_label
2026-08-10T06:54:09.578855+00:00,1,,0,10,31,62.0,0.062,0.003844,trk,0,,,55.0,0.0,0.0,idle,27.5,50.0,track-pan,60.0,90.0,42.539,60.115,34.612,0,,,,,,,,,,,,CRC/QPSK/OFDM,1,0,129,133,1064,532,12,44,960,192,48,"p1br,seq=00010,frame_b=00133,bits=01064,qpsk=00532,ofdm=012,pad_q=00044,gap=0,ok=1","ldrtrk,seq=00010,pan=060.00,tilt=090.00,sun_pan=042.54,sun_tilt=060.12,err=34.61,state=track-pan",Orin real four-LDR solar tracker
2026-08-10T06:54:10.089524+00:00,1,,0,11,29,58.0,0.058,0.003364,trk,0,,,55.0,0.0,0.0,idle,27.5,50.0,track-pan,57.0,90.0,42.456,59.823,33.499,0,,,,,,,,,,,,CRC/QPSK/OFDM,1,0,129,133,1064,532,12,44,960,192,48,"p1br,seq=00011,frame_b=00133,bits=01064,qpsk=00532,ofdm=012,pad_q=00044,gap=0,ok=1","ldrtrk,seq=00011,pan=057.00,tilt=090.00,sun_pan=042.46,sun_tilt=059.82,err=33.50,state=track-pan",Orin real four-LDR solar tracker
2026-08-10T06:54:10.623418+00:00,1,,0,12,28,58.0,0.058,0.003364,trk,0,,,55.0,0.0,0.0,idle,27.5,50.0,track-pan,54.0,90.0,42.408,60.522,31.675,0,,,,,,,,,,,,CRC/QPSK/OFDM,1,0,129,133,1064,532,12,44,960,192,48,"p1br,seq=00012,frame_b=00133,bits=01064,qpsk=00532,ofdm=012,pad_q=00044,gap=0,ok=1","ldrtrk,seq=00012,pan=054.00,tilt=090.00,sun_pan=042.41,sun_tilt=060.52,err=31.67,state=track-pan",Orin real four-LDR solar tracker
2026-08-10T06:54:11.096971+00:00,1,,0,13,26,58.0,0.058,0.003364,trk,0,,,55.0,0.0,0.0,idle,27.5,50.0,track-pan,51.0,90.0,42.619,59.943,31.203,0,,,,,,,,,,,,CRC/QPSK/OFDM,1,0,129,133,1064,532,12,44,960,192,48,"p1br,seq=00013,frame_b=00133,bits=01064,qpsk=00532,ofdm=012,pad_q=00044,gap=0,ok=1","ldrtrk,seq=00013,pan=051.00,tilt=090.00,sun_pan=042.62,sun_tilt=059.94,err=31.20,state=track-pan",Orin real four-LDR solar tracker
2026-08-10T06:54:11.608484+00:00,1,,0,14,24,58.0,0.058,0.003364,trk,0,,,55.0,0.0,0.0,idle,27.5,50.0,track-pan,48.0,90.0,42.754,59.457,30.99,0,,,,,,,,,,,,CRC/QPSK/OFDM,1,0,129,133,1064,532,12,44,960,192,48,"p1br,seq=00014,frame_b=00133,bits=01064,qpsk=00532,ofdm=012,pad_q=00044,gap=0,ok=1","ldrtrk,seq=00014,pan=048.00,tilt=090.00,sun_pan=042.75,sun_tilt=059.46,err=30.99,state=track-pan",Orin real four-LDR solar tracker
2026-08-10T06:54:12.104164+00:00,1,,0,15,22,58.0,0.058,0.003364,trk,0,,,55.0,0.0,0.0,idle,27.5,50.0,track-pan,45.0,90.0,42.725,59.397,30.687,0,,,,,,,,,,,,CRC/QPSK/OFDM,1,0,129,133,1064,532,12,44,960,192,48,"p1br,seq=00015,frame_b=00133,bits=01064,qpsk=00532,ofdm=012,pad_q=00044,gap=0,ok=1","ldrtrk,seq=00015,pan=045.00,tilt=090.00,sun_pan=042.72,sun_tilt=059.40,err=30.69,state=track-pan",Orin real four-LDR solar tracker
2026-08-10T06:54:12.676722+00:00,1,,0,16,21,58.0,0.058,0.003364,trk,0,,,55.0,0.0,0.0,idle,27.5,50.0,track-pan,43.002,90.0,43.002,58.777,31.223,0,,,,,,,,,,,,CRC/QPSK/OFDM,1,0,129,133,1064,532,12,44,960,192,48,"p1br,seq=00016,frame_b=00133,bits=01064,qpsk=00532,ofdm=012,pad_q=00044,gap=0,ok=1","ldrtrk,seq=00016,pan=043.00,tilt=090.00,sun_pan=043.00,sun_tilt=058.78,err=31.22,state=track-pan",Orin real four-LDR solar tracker
2026-08-10T06:54:13.110833+00:00,1,,0,17,21,67.0,0.067,0.004489,trk,0,,,55.0,0.0,0.0,idle,27.5,50.0,track-tilt,43.002,90.0,42.854,58.829,31.171,0,,,,,,,,,,,,CRC/QPSK/OFDM,1,0,129,133,1064,532,12,44,960,192,48,"p1br,seq=00017,frame_b=00133,bits=01064,qpsk=00532,ofdm=012,pad_q=00044,gap=0,ok=1","ldrtrk,seq=00017,pan=043.00,tilt=090.00,sun_pan=042.85,sun_tilt=058.83,err=31.17,state=track-tilt",Orin real four-LDR solar tracker
2026-08-10T06:54:13.696387+00:00,1,,0,18,21,58.0,0.058,0.003364,trk,0,,,55.0,0.0,0.0,idle,27.5,50.0,track-tilt,43.002,87.0,42.766,58.695,28.306,0,,,,,,,,,,,,CRC/QPSK/OFDM,1,0,129,133,1064,532,12,44,960,192,48,"p1br,seq=00018,frame_b=00133,bits=01064,qpsk=00532,ofdm=012,pad_q=00044,gap=0,ok=1","ldrtrk,seq=00018,pan=043.00,tilt=087.00,sun_pan=042.77,sun_tilt=058.69,err=28.31,state=track-tilt",Orin real four-LDR solar tracker
2026-08-10T06:54:14.133583+00:00,1,,0,19,21,58.0,0.058,0.003364,trk,0,,,55.0,0.0,0.0,idle,27.5,50.0,track-tilt,43.002,84.0,42.619,58.967,25.036,0,,,,,,,,,,,,CRC/QPSK/OFDM,1,0,129,133,1064,532,12,44,960,192,48,"p1br,seq=00019,frame_b=00133,bits=01064,qpsk=00532,ofdm=012,pad_q=00044,gap=0,ok=1","ldrtrk,seq=00019,pan=043.00,tilt=084.00,sun_pan=042.62,sun_tilt=058.97,err=25.04,state=track-tilt",Orin real four-LDR solar tracker
