received_utc,valid,error,seq_gap,seq,d_pct,v_mv,i_ma,p_mw,mppt,fault,chk,computed_chk,bess_soc_pct,bess_power_w,bess_load_w,bess_state,bess_energy_wh,bess_capacity_wh,tracker_state,tracker_pan_deg,tracker_tilt_deg,tracker_sun_pan_deg,tracker_sun_tilt_deg,tracker_error_deg,tracker_servo_enabled,comm_layer,comm_frame_ok,comm_bridge_gap,comm_payload_bytes,comm_frame_bytes,comm_frame_bits,comm_qpsk_symbols,comm_ofdm_symbols,comm_pad_q,comm_tx_samples,comm_cp_samples,comm_pilot_bins,comm_status_line,raw_line,source_label
2026-08-05T09:28:51.723558+00:00,1,,0,10,60,1.25,-0.075,-0.0,trk,0,,,54.999,-0.1,0.1,discharging,27.4997,50.0,seeking,100.741,100.229,122.887,107.87,23.427,0,CRC/QPSK/OFDM,1,0,129,133,1064,532,12,44,960,192,48,"p1br,seq=00010,frame_b=00133,bits=01064,qpsk=00532,ofdm=012,pad_q=00044,gap=0,ok=1","trk,seq=00010,pan=100.74,tilt=100.23,sun_pan=122.89,sun_tilt=107.87,err=23.43,state=seeking,ldr=3424/4095/3112/3801",Orin software solar tracker
2026-08-05T09:28:52.642769+00:00,1,,0,11,61,0.0,-0.075,-0.0,trk,0,,,54.999,-0.1,0.1,discharging,27.4997,50.0,seeking,102.488,100.938,125.1,107.976,23.682,0,CRC/QPSK/OFDM,1,0,129,133,1064,532,12,44,960,192,48,"p1br,seq=00011,frame_b=00133,bits=01064,qpsk=00532,ofdm=012,pad_q=00044,gap=0,ok=1","trk,seq=00011,pan=102.49,tilt=100.94,sun_pan=125.10,sun_tilt=107.98,err=23.68,state=seeking,ldr=3398/4095/3111/3814",Orin software solar tracker
2026-08-05T09:28:53.645332+00:00,1,,0,12,63,1.25,-0.075,-0.0,trk,0,,,54.999,-0.1,0.1,discharging,27.4996,50.0,seeking,104.257,101.591,127.03,107.997,23.657,0,CRC/QPSK/OFDM,1,0,129,133,1064,532,12,44,960,192,48,"p1br,seq=00012,frame_b=00133,bits=01064,qpsk=00532,ofdm=012,pad_q=00044,gap=0,ok=1","trk,seq=00012,pan=104.26,tilt=101.59,sun_pan=127.03,sun_tilt=108.00,err=23.66,state=seeking,ldr=3383/4091/3121/3830",Orin software solar tracker
2026-08-05T09:28:54.647535+00:00,1,,0,13,65,0.0,-0.075,-0.0,trk,0,,,54.999,-0.1,0.1,discharging,27.4996,50.0,seeking,106.014,102.177,128.66,107.931,23.366,0,CRC/QPSK/OFDM,1,0,129,133,1064,532,12,44,960,192,48,"p1br,seq=00013,frame_b=00133,bits=01064,qpsk=00532,ofdm=012,pad_q=00044,gap=0,ok=1","trk,seq=00013,pan=106.01,tilt=102.18,sun_pan=128.66,sun_tilt=107.93,err=23.37,state=seeking,ldr=3379/4084/3143/3849",Orin software solar tracker
2026-08-05T09:28:55.649798+00:00,1,,0,14,66,1.25,-0.075,-0.0,trk,0,,,54.999,-0.1,0.1,discharging,27.4996,50.0,seeking,107.738,102.696,129.978,107.78,22.814,0,CRC/QPSK/OFDM,1,0,129,133,1064,532,12,44,960,192,48,"p1br,seq=00014,frame_b=00133,bits=01064,qpsk=00532,ofdm=012,pad_q=00044,gap=0,ok=1","trk,seq=00014,pan=107.74,tilt=102.70,sun_pan=129.98,sun_tilt=107.78,err=22.81,state=seeking,ldr=3384/4079/3175/3870",Orin software solar tracker
2026-08-05T09:28:56.655388+00:00,1,,0,15,68,2.5,-0.1,-0.0,trk,0,,,54.999,-0.1,0.1,discharging,27.4996,50.0,seeking,109.412,103.145,130.973,107.543,22.005,0,CRC/QPSK/OFDM,1,0,129,133,1064,532,12,44,960,192,48,"p1br,seq=00015,frame_b=00133,bits=01064,qpsk=00532,ofdm=012,pad_q=00044,gap=0,ok=1","trk,seq=00015,pan=109.41,tilt=103.15,sun_pan=130.97,sun_tilt=107.54,err=22.01,state=seeking,ldr=3398/4076/3216/3894",Orin software solar tracker
2026-08-05T09:28:57.655065+00:00,1,,0,16,69,1.25,-0.075,-0.0,trk,0,,,54.999,-0.1,0.1,discharging,27.4995,50.0,seeking,111.012,103.522,131.636,107.222,20.954,0,CRC/QPSK/OFDM,1,0,129,133,1064,532,12,44,960,192,48,"p1br,seq=00016,frame_b=00133,bits=01064,qpsk=00532,ofdm=012,pad_q=00044,gap=0,ok=1","trk,seq=00016,pan=111.01,tilt=103.52,sun_pan=131.64,sun_tilt=107.22,err=20.95,state=seeking,ldr=3420/4072/3266/3919",Orin software solar tracker
2026-08-05T09:28:58.655331+00:00,1,,0,17,70,1.25,-0.075,-0.0,trk,0,,,54.999,-0.1,0.1,discharging,27.4995,50.0,seeking,112.521,103.827,131.963,106.819,19.672,0,CRC/QPSK/OFDM,1,0,129,133,1064,532,12,44,960,192,48,"p1br,seq=00017,frame_b=00133,bits=01064,qpsk=00532,ofdm=012,pad_q=00044,gap=0,ok=1","trk,seq=00017,pan=112.52,tilt=103.83,sun_pan=131.96,sun_tilt=106.82,err=19.67,state=seeking,ldr=3449/4069/3324/3943",Orin software solar tracker
2026-08-05T09:28:59.656347+00:00,1,,0,18,72,1.25,-0.1,-0.0,trk,0,,,54.999,-0.1,0.1,discharging,27.4995,50.0,seeking,113.919,104.059,131.951,106.334,18.175,0,CRC/QPSK/OFDM,1,0,129,133,1064,532,12,44,960,192,48,"p1br,seq=00018,frame_b=00133,bits=01064,qpsk=00532,ofdm=012,pad_q=00044,gap=0,ok=1","trk,seq=00018,pan=113.92,tilt=104.06,sun_pan=131.95,sun_tilt=106.33,err=18.17,state=seeking,ldr=3484/4063/3388/3967",Orin software solar tracker
2026-08-05T09:29:00.660055+00:00,1,,0,19,73,1.25,-0.075,-0.0,trk,0,,,54.999,-0.1,0.1,discharging,27.4994,50.0,seeking,115.192,104.217,131.6,105.77,16.481,0,CRC/QPSK/OFDM,1,0,129,133,1064,532,12,44,960,192,48,"p1br,seq=00019,frame_b=00133,bits=01064,qpsk=00532,ofdm=012,pad_q=00044,gap=0,ok=1","trk,seq=00019,pan=115.19,tilt=104.22,sun_pan=131.60,sun_tilt=105.77,err=16.48,state=seeking,ldr=3524/4055/3458/3989",Orin software solar tracker
2026-08-05T09:29:01.661453+00:00,1,,0,20,74,0.0,-0.1,-0.0,trk,0,,,54.999,-0.1,0.1,discharging,27.4994,50.0,seeking,116.323,104.303,130.912,105.13,14.613,0,CRC/QPSK/OFDM,1,0,129,133,1064,532,12,44,960,192,48,"p1br,seq=00020,frame_b=00133,bits=01064,qpsk=00532,ofdm=012,pad_q=00044,gap=0,ok=1","trk,seq=00020,pan=116.32,tilt=104.30,sun_pan=130.91,sun_tilt=105.13,err=14.61,state=seeking,ldr=3567/4043/3531/4007",Orin software solar tracker
2026-08-05T09:29:02.665914+00:00,1,,0,21,75,0.0,-0.075,-0.0,trk,0,,,54.999,-0.1,0.1,discharging,27.4994,50.0,seeking,117.301,104.314,129.894,104.415,12.594,0,CRC/QPSK/OFDM,1,0,129,133,1064,532,12,44,960,192,48,"p1br,seq=00021,frame_b=00133,bits=01064,qpsk=00532,ofdm=012,pad_q=00044,gap=0,ok=1","trk,seq=00021,pan=117.30,tilt=104.31,sun_pan=129.89,sun_tilt=104.42,err=12.59,state=seeking,ldr=3611/4025/3606/4021",Orin software solar tracker
2026-08-05T09:29:03.666119+00:00,1,,0,22,76,1.25,-0.075,-0.0,trk,0,,,54.999,-0.1,0.1,discharging,27.4994,50.0,seeking,118.111,104.25,128.553,103.63,10.46,0,CRC/QPSK/OFDM,1,0,129,133,1064,532,12,44,960,192,48,"p1br,seq=00022,frame_b=00133,bits=01064,qpsk=00532,ofdm=012,pad_q=00044,gap=0,ok=1","trk,seq=00022,pan=118.11,tilt=104.25,sun_pan=128.55,sun_tilt=103.63,err=10.46,state=seeking,ldr=3655/4001/3682/4028",Orin software solar tracker
2026-08-05T09:29:04.667770+00:00,1,,0,23,76,1.25,-0.125,-0.0,trk,0,,,54.999,-0.1,0.1,discharging,27.4993,50.0,locked,118.744,104.114,126.9,102.778,8.265,0,CRC/QPSK/OFDM,1,0,129,133,1064,532,12,44,960,192,48,"p1br,seq=00023,frame_b=00133,bits=01064,qpsk=00532,ofdm=012,pad_q=00044,gap=0,ok=1","trk,seq=00023,pan=118.74,tilt=104.11,sun_pan=126.90,sun_tilt=102.78,err=08.27,state=locked,ldr=3698/3970/3757/4028",Orin software solar tracker
2026-08-05T09:29:05.670411+00:00,1,,0,24,77,1.25,-0.1,-0.0,trk,0,,,54.999,-0.1,0.1,discharging,27.4993,50.0,locked,119.191,103.905,124.95,101.862,6.11,0,CRC/QPSK/OFDM,1,0,129,133,1064,532,12,44,960,192,48,"p1br,seq=00024,frame_b=00133,bits=01064,qpsk=00532,ofdm=012,pad_q=00044,gap=0,ok=1","trk,seq=00024,pan=119.19,tilt=103.91,sun_pan=124.95,sun_tilt=101.86,err=06.11,state=locked,ldr=3738/3931/3828/4021",Orin software solar tracker
2026-08-05T09:29:06.673008+00:00,1,,0,25,77,1.25,-0.05,-0.0,trk,0,,,54.999,-0.1,0.1,discharging,27.4993,50.0,locked,119.446,103.625,122.716,100.886,4.266,0,CRC/QPSK/OFDM,1,0,129,133,1064,532,12,44,960,192,48,"p1br,seq=00025,frame_b=00133,bits=01064,qpsk=00532,ofdm=012,pad_q=00044,gap=0,ok=1","trk,seq=00025,pan=119.45,tilt=103.63,sun_pan=122.72,sun_tilt=100.89,err=04.27,state=locked,ldr=3774/3884/3895/4005",Orin software solar tracker
2026-08-05T09:29:07.672037+00:00,1,,0,26,77,0.0,-0.1,-0.0,trk,0,,,54.998,-0.1,0.1,discharging,27.4992,50.0,locked,119.501,103.276,120.218,99.855,3.495,0,CRC/QPSK/OFDM,1,0,129,133,1064,532,12,44,960,192,48,"p1br,seq=00026,frame_b=00133,bits=01064,qpsk=00532,ofdm=012,pad_q=00044,gap=0,ok=1","trk,seq=00026,pan=119.50,tilt=103.28,sun_pan=120.22,sun_tilt=099.85,err=03.50,state=locked,ldr=3805/3829/3956/3980",Orin software solar tracker
2026-08-05T09:29:08.675185+00:00,1,,0,27,77,1.25,-0.1,-0.0,trk,0,,,54.998,-0.1,0.1,discharging,27.4992,50.0,locked,119.356,102.859,117.476,98.773,4.498,0,CRC/QPSK/OFDM,1,0,129,133,1064,532,12,44,960,192,48,"p1br,seq=00027,frame_b=00133,bits=01064,qpsk=00532,ofdm=012,pad_q=00044,gap=0,ok=1","trk,seq=00027,pan=119.36,tilt=102.86,sun_pan=117.48,sun_tilt=098.77,err=04.50,state=locked,ldr=3830/3767/4010/3947",Orin software solar tracker
2026-08-05T09:29:09.677737+00:00,1,,0,28,76,0.0,-0.075,-0.0,trk,0,,,54.998,-0.1,0.1,discharging,27.4992,50.0,locked,119.007,102.377,114.512,97.644,6.527,0,CRC/QPSK/OFDM,1,0,129,133,1064,532,12,44,960,192,48,"p1br,seq=00028,frame_b=00133,bits=01064,qpsk=00532,ofdm=012,pad_q=00044,gap=0,ok=1","trk,seq=00028,pan=119.01,tilt=102.38,sun_pan=114.51,sun_tilt=097.64,err=06.53,state=locked,ldr=3847/3697/4055/3905",Orin software solar tracker
2026-08-05T09:29:10.678865+00:00,1,,0,29,76,1.25,-0.075,-0.0,trk,0,,,54.998,-0.1,0.1,discharging,27.4992,50.0,locked,118.457,101.83,111.35,96.474,8.9,0,CRC/QPSK/OFDM,1,0,129,133,1064,532,12,44,960,192,48,"p1br,seq=00029,frame_b=00133,bits=01064,qpsk=00532,ofdm=012,pad_q=00044,gap=0,ok=1","trk,seq=00029,pan=118.46,tilt=101.83,sun_pan=111.35,sun_tilt=096.47,err=08.90,state=locked,ldr=3858/3622/4092/3856",Orin software solar tracker
2026-08-05T09:29:11.681039+00:00,1,,0,30,75,1.25,-0.1,-0.0,trk,0,,,54.998,-0.1,0.1,discharging,27.4991,50.0,seeking,117.733,101.25,108.015,95.267,11.412,0,CRC/QPSK/OFDM,1,0,129,133,1064,532,12,44,960,192,48,"p1br,seq=00030,frame_b=00133,bits=01064,qpsk=00532,ofdm=012,pad_q=00044,gap=0,ok=1","trk,seq=00030,pan=117.73,tilt=101.25,sun_pan=108.01,sun_tilt=095.27,err=11.41,state=seeking,ldr=3861/3541/4095/3800",Orin software solar tracker
2026-08-05T09:29:12.686175+00:00,1,,0,31,74,0.0,-0.1,-0.0,trk,0,,,54.998,-0.1,0.1,discharging,27.4991,50.0,seeking,116.831,100.631,104.535,94.029,13.957,0,CRC/QPSK/OFDM,1,0,129,133,1064,532,12,44,960,192,48,"p1br,seq=00031,frame_b=00133,bits=01064,qpsk=00532,ofdm=012,pad_q=00044,gap=0,ok=1","trk,seq=00031,pan=116.83,tilt=100.63,sun_pan=104.53,sun_tilt=094.03,err=13.96,state=seeking,ldr=3856/3455/4095/3737",Orin software solar tracker
2026-08-05T09:29:13.685273+00:00,1,,0,32,73,1.25,-0.075,-0.0,trk,0,,,54.998,-0.1,0.1,discharging,27.4991,50.0,seeking,115.745,99.964,100.937,92.764,16.466,0,CRC/QPSK/OFDM,1,0,129,133,1064,532,12,44,960,192,48,"p1br,seq=00032,frame_b=00133,bits=01064,qpsk=00532,ofdm=012,pad_q=00044,gap=0,ok=1","trk,seq=00032,pan=115.75,tilt=099.96,sun_pan=100.94,sun_tilt=092.76,err=16.47,state=seeking,ldr=3844/3366/4095/3670",Orin software solar tracker
2026-08-05T09:29:14.689830+00:00,1,,0,33,72,0.0,-0.075,-0.0,trk,0,,,54.998,-0.1,0.1,discharging,27.499,50.0,seeking,114.475,99.241,97.25,91.48,18.893,0,CRC/QPSK/OFDM,1,0,129,133,1064,532,12,44,960,192,48,"p1br,seq=00033,frame_b=00133,bits=01064,qpsk=00532,ofdm=012,pad_q=00044,gap=0,ok=1","trk,seq=00033,pan=114.48,tilt=099.24,sun_pan=097.25,sun_tilt=091.48,err=18.89,state=seeking,ldr=3825/3276/4095/3600",Orin software solar tracker
2026-08-05T09:29:15.689744+00:00,1,,0,34,71,0.0,-0.1,-0.0,trk,0,,,54.998,-0.1,0.1,discharging,27.499,50.0,seeking,113.019,98.458,93.505,90.18,21.197,0,CRC/QPSK/OFDM,1,0,129,133,1064,532,12,44,960,192,48,"p1br,seq=00034,frame_b=00133,bits=01064,qpsk=00532,ofdm=012,pad_q=00044,gap=0,ok=1","trk,seq=00034,pan=113.02,tilt=098.46,sun_pan=093.51,sun_tilt=090.18,err=21.20,state=seeking,ldr=3801/3186/4095/3528",Orin software solar tracker
2026-08-05T09:29:16.691525+00:00,1,,0,35,69,0.0,-0.1,-0.0,trk,0,,,54.998,-0.1,0.1,discharging,27.499,50.0,seeking,111.38,97.61,89.732,88.871,23.346,0,CRC/QPSK/OFDM,1,0,129,133,1064,532,12,44,960,192,48,"p1br,seq=00035,frame_b=00133,bits=01064,qpsk=00532,ofdm=012,pad_q=00044,gap=0,ok=1","trk,seq=00035,pan=111.38,tilt=097.61,sun_pan=089.73,sun_tilt=088.87,err=23.35,state=seeking,ldr=3773/3099/4095/3456",Orin software solar tracker
2026-08-05T09:29:17.693199+00:00,1,,0,36,68,1.25,-0.1,-0.0,trk,0,,,54.998,-0.1,0.1,discharging,27.4989,50.0,seeking,109.568,96.7,85.961,87.558,25.316,0,CRC/QPSK/OFDM,1,0,129,133,1064,532,12,44,960,192,48,"p1br,seq=00036,frame_b=00133,bits=01064,qpsk=00532,ofdm=012,pad_q=00044,gap=0,ok=1","trk,seq=00036,pan=109.57,tilt=096.70,sun_pan=085.96,sun_tilt=087.56,err=25.32,state=seeking,ldr=3743/3018/4095/3386",Orin software solar tracker
2026-08-05T09:29:18.696054+00:00,1,,0,37,66,0.0,-0.075,-0.0,trk,0,,,54.998,-0.1,0.1,discharging,27.4989,50.0,seeking,107.6,95.733,82.222,86.247,27.093,0,CRC/QPSK/OFDM,1,0,129,133,1064,532,12,44,960,192,48,"p1br,seq=00037,frame_b=00133,bits=01064,qpsk=00532,ofdm=012,pad_q=00044,gap=0,ok=1","trk,seq=00037,pan=107.60,tilt=095.73,sun_pan=082.22,sun_tilt=086.25,err=27.09,state=seeking,ldr=3712/2943/4090/3321",Orin software solar tracker
2026-08-05T09:29:19.696621+00:00,1,,0,38,64,1.25,-0.075,-0.0,trk,0,,,54.998,-0.1,0.1,discharging,27.4989,50.0,seeking,105.507,94.735,78.546,84.944,28.684,0,CRC/QPSK/OFDM,1,0,129,133,1064,532,12,44,960,192,48,"p1br,seq=00038,frame_b=00133,bits=01064,qpsk=00532,ofdm=012,pad_q=00044,gap=0,ok=1","trk,seq=00038,pan=105.51,tilt=094.73,sun_pan=078.55,sun_tilt=084.94,err=28.68,state=seeking,ldr=3682/2875/4067/3260",Orin software solar tracker
2026-08-05T09:29:20.699747+00:00,1,,0,39,62,0.0,-0.075,-0.0,trk,0,,,54.998,-0.1,0.1,discharging,27.4989,50.0,seeking,103.306,93.709,74.963,83.654,30.073,0,CRC/QPSK/OFDM,1,0,129,133,1064,532,12,44,960,192,48,"p1br,seq=00039,frame_b=00133,bits=01064,qpsk=00532,ofdm=012,pad_q=00044,gap=0,ok=1","trk,seq=00039,pan=103.31,tilt=093.71,sun_pan=074.96,sun_tilt=083.65,err=30.07,state=seeking,ldr=3654/2815/4045/3206",Orin software solar tracker
2026-08-05T09:29:21.701099+00:00,1,,0,40,60,1.25,-0.075,-0.0,trk,0,,,54.998,-0.1,0.1,discharging,27.4988,50.0,seeking,101.016,92.66,71.501,82.382,31.253,0,CRC/QPSK/OFDM,1,0,129,133,1064,532,12,44,960,192,48,"p1br,seq=00040,frame_b=00133,bits=01064,qpsk=00532,ofdm=012,pad_q=00044,gap=0,ok=1","trk,seq=00040,pan=101.02,tilt=092.66,sun_pan=071.50,sun_tilt=082.38,err=31.25,state=seeking,ldr=3628/2764/4023/3160",Orin software solar tracker
2026-08-05T09:29:22.703570+00:00,1,,0,41,58,0.0,-0.05,-0.0,trk,0,,,54.998,-0.1,0.1,discharging,27.4988,50.0,seeking,98.652,91.594,68.19,81.135,32.207,0,CRC/QPSK/OFDM,1,0,129,133,1064,532,12,44,960,192,48,"p1br,seq=00041,frame_b=00133,bits=01064,qpsk=00532,ofdm=012,pad_q=00044,gap=0,ok=1","trk,seq=00041,pan=098.65,tilt=091.59,sun_pan=068.19,sun_tilt=081.14,err=32.21,state=seeking,ldr=3606/2722/4004/3121",Orin software solar tracker
2026-08-05T09:29:23.705794+00:00,1,,0,42,56,0.0,-0.075,-0.0,trk,0,,,54.998,-0.1,0.1,discharging,27.4988,50.0,seeking,96.232,90.513,65.054,79.917,32.929,0,CRC/QPSK/OFDM,1,0,129,133,1064,532,12,44,960,192,48,"p1br,seq=00042,frame_b=00133,bits=01064,qpsk=00532,ofdm=012,pad_q=00044,gap=0,ok=1","trk,seq=00042,pan=096.23,tilt=090.51,sun_pan=065.05,sun_tilt=079.92,err=32.93,state=seeking,ldr=3588/2690/3989/3091",Orin software solar tracker
2026-08-05T09:29:24.707955+00:00,1,,0,43,53,0.0,-0.1,-0.0,trk,0,,,54.997,-0.1,0.1,discharging,27.4987,50.0,seeking,93.776,89.422,62.12,78.735,33.411,0,CRC/QPSK/OFDM,1,0,129,133,1064,532,12,44,960,192,48,"p1br,seq=00043,frame_b=00133,bits=01064,qpsk=00532,ofdm=012,pad_q=00044,gap=0,ok=1","trk,seq=00043,pan=093.78,tilt=089.42,sun_pan=062.12,sun_tilt=078.73,err=33.41,state=seeking,ldr=3576/2669/3979/3072",Orin software solar tracker
2026-08-05T09:29:25.712110+00:00,1,,0,44,51,1.25,-0.075,-0.0,trk,0,,,54.997,-0.1,0.1,discharging,27.4987,50.0,seeking,91.301,88.325,59.411,77.592,33.647,0,CRC/QPSK/OFDM,1,0,129,133,1064,532,12,44,960,192,48,"p1br,seq=00044,frame_b=00133,bits=01064,qpsk=00532,ofdm=012,pad_q=00044,gap=0,ok=1","trk,seq=00044,pan=091.30,tilt=088.33,sun_pan=059.41,sun_tilt=077.59,err=33.65,state=seeking,ldr=3570/2658/3974/3062",Orin software solar tracker
2026-08-05T09:29:26.710473+00:00,1,,0,45,49,1.25,-0.1,-0.0,trk,0,,,54.997,-0.1,0.1,discharging,27.4987,50.0,seeking,88.827,87.23,56.95,76.494,33.636,0,CRC/QPSK/OFDM,1,0,129,133,1064,532,12,44,960,192,48,"p1br,seq=00045,frame_b=00133,bits=01064,qpsk=00532,ofdm=012,pad_q=00044,gap=0,ok=1","trk,seq=00045,pan=088.83,tilt=087.23,sun_pan=056.95,sun_tilt=076.49,err=33.64,state=seeking,ldr=3570/2659/3974/3062",Orin software solar tracker
2026-08-05T09:29:27.712291+00:00,1,,0,46,47,0.0,-0.1,-0.0,trk,0,,,54.997,-0.1,0.1,discharging,27.4987,50.0,seeking,86.372,86.139,54.756,75.445,33.376,0,CRC/QPSK/OFDM,1,0,129,133,1064,532,12,44,960,192,48,"p1br,seq=00046,frame_b=00133,bits=01064,qpsk=00532,ofdm=012,pad_q=00044,gap=0,ok=1","trk,seq=00046,pan=086.37,tilt=086.14,sun_pan=054.76,sun_tilt=075.45,err=33.38,state=seeking,ldr=3577/2670/3980/3073",Orin software solar tracker
