received_utc,valid,error,seq_gap,seq,d_pct,v_mv,i_ma,p_mw,mppt,fault,chk,computed_chk,bess_soc_pct,bess_power_w,bess_load_w,bess_state,bess_energy_wh,bess_capacity_wh,tracker_state,tracker_pan_deg,tracker_tilt_deg,tracker_sun_pan_deg,tracker_sun_tilt_deg,tracker_error_deg,tracker_servo_enabled,vision_mode,vision_detected,vision_confidence,vision_target_x_px,vision_target_y_px,vision_x_error,vision_y_error,vision_frame_w,vision_frame_h,vision_brightness_max,vision_area_px,comm_layer,comm_frame_ok,comm_bridge_gap,comm_payload_bytes,comm_frame_bytes,comm_frame_bits,comm_qpsk_symbols,comm_ofdm_symbols,comm_pad_q,comm_tx_samples,comm_cp_samples,comm_pilot_bins,comm_status_line,raw_line,source_label
2026-08-06T08:15:52.892359+00:00,1,,0,10,100,5300.0,301.887,1600.0,cv,0,,,55.002,1.5,0.1,charging,27.501,50.0,locked,110.0,80.0,110.0,80.0,0.0,0,synthetic,1,0.92,535.79,353.99,0.67433,-0.47497,640,480,255,80,CRC/QPSK/OFDM,1,0,129,133,1064,532,12,44,960,192,48,"p1br,seq=00010,frame_b=00133,bits=01064,qpsk=00532,ofdm=012,pad_q=00044,gap=0,ok=1","cvtrk,seq=00010,det=1,conf=0.92,x=+0.674,y=-0.475,pan=110.0,tilt=080.0,target=110.0/080.0,err=00.0,st=locked",Orin CSI camera solar tracker
2026-08-06T08:15:53.144688+00:00,1,,0,11,100,5300.0,301.887,1600.0,cv,0,,,55.002,1.5,0.1,charging,27.5011,50.0,locked,110.0,80.0,110.0,80.0,0.0,0,synthetic,1,0.92,527.93,347.16,0.64979,-0.44649,640,480,255,80,CRC/QPSK/OFDM,1,0,129,133,1064,532,12,44,960,192,48,"p1br,seq=00011,frame_b=00133,bits=01064,qpsk=00532,ofdm=012,pad_q=00044,gap=0,ok=1","cvtrk,seq=00011,det=1,conf=0.92,x=+0.650,y=-0.446,pan=110.0,tilt=080.0,target=110.0/080.0,err=00.0,st=locked",Orin CSI camera solar tracker
2026-08-06T08:15:53.395450+00:00,1,,0,12,100,5300.0,301.887,1600.0,cv,0,,,55.002,1.5,0.1,charging,27.5012,50.0,locked,110.0,80.0,110.0,80.0,0.0,0,synthetic,1,0.92,514.08,338.8,0.60651,-0.41169,640,480,255,80,CRC/QPSK/OFDM,1,0,129,133,1064,532,12,44,960,192,48,"p1br,seq=00012,frame_b=00133,bits=01064,qpsk=00532,ofdm=012,pad_q=00044,gap=0,ok=1","cvtrk,seq=00012,det=1,conf=0.92,x=+0.607,y=-0.412,pan=110.0,tilt=080.0,target=110.0/080.0,err=00.0,st=locked",Orin CSI camera solar tracker
2026-08-06T08:15:53.646717+00:00,1,,0,13,100,5300.0,301.887,1600.0,cv,0,,,55.003,1.5,0.1,charging,27.5013,50.0,locked,110.0,80.0,110.0,80.0,0.0,0,synthetic,1,0.92,494.64,329.05,0.54575,-0.37106,640,480,255,80,CRC/QPSK/OFDM,1,0,129,133,1064,532,12,44,960,192,48,"p1br,seq=00013,frame_b=00133,bits=01064,qpsk=00532,ofdm=012,pad_q=00044,gap=0,ok=1","cvtrk,seq=00013,det=1,conf=0.92,x=+0.546,y=-0.371,pan=110.0,tilt=080.0,target=110.0/080.0,err=00.0,st=locked",Orin CSI camera solar tracker
2026-08-06T08:15:53.898777+00:00,1,,0,14,100,5300.0,301.887,1600.0,cv,0,,,55.003,1.5,0.1,charging,27.5014,50.0,locked,110.0,80.0,110.0,80.0,0.0,0,synthetic,1,0.92,470.16,318.04,0.46925,-0.32519,640,480,255,80,CRC/QPSK/OFDM,1,0,129,133,1064,532,12,44,960,192,48,"p1br,seq=00014,frame_b=00133,bits=01064,qpsk=00532,ofdm=012,pad_q=00044,gap=0,ok=1","cvtrk,seq=00014,det=1,conf=0.92,x=+0.469,y=-0.325,pan=110.0,tilt=080.0,target=110.0/080.0,err=00.0,st=locked",Orin CSI camera solar tracker
2026-08-06T08:15:54.148138+00:00,1,,0,15,100,5300.0,301.887,1600.0,cv,0,,,55.003,1.5,0.1,charging,27.5015,50.0,locked,110.0,80.0,110.0,80.0,0.0,0,synthetic,1,0.92,441.35,305.93,0.37922,-0.27471,640,480,255,80,CRC/QPSK/OFDM,1,0,129,133,1064,532,12,44,960,192,48,"p1br,seq=00015,frame_b=00133,bits=01064,qpsk=00532,ofdm=012,pad_q=00044,gap=0,ok=1","cvtrk,seq=00015,det=1,conf=0.92,x=+0.379,y=-0.275,pan=110.0,tilt=080.0,target=110.0/080.0,err=00.0,st=locked",Orin CSI camera solar tracker
2026-08-06T08:15:54.399430+00:00,1,,0,16,100,5300.0,301.887,1600.0,cv,0,,,55.003,1.5,0.1,charging,27.5016,50.0,locked,110.0,80.0,110.0,80.0,0.0,0,synthetic,1,0.92,409.05,292.89,0.27827,-0.22036,640,480,255,80,CRC/QPSK/OFDM,1,0,129,133,1064,532,12,44,960,192,48,"p1br,seq=00016,frame_b=00133,bits=01064,qpsk=00532,ofdm=012,pad_q=00044,gap=0,ok=1","cvtrk,seq=00016,det=1,conf=0.92,x=+0.278,y=-0.220,pan=110.0,tilt=080.0,target=110.0/080.0,err=00.0,st=locked",Orin CSI camera solar tracker
2026-08-06T08:15:54.651493+00:00,1,,0,17,100,5300.0,301.887,1600.0,cv,0,,,55.003,1.5,0.1,charging,27.5017,50.0,locked,110.0,80.0,110.0,80.0,0.0,0,synthetic,1,0.92,374.17,279.09,0.16928,-0.16288,640,480,255,80,CRC/QPSK/OFDM,1,0,129,133,1064,532,12,44,960,192,48,"p1br,seq=00017,frame_b=00133,bits=01064,qpsk=00532,ofdm=012,pad_q=00044,gap=0,ok=1","cvtrk,seq=00017,det=1,conf=0.92,x=+0.169,y=-0.163,pan=110.0,tilt=080.0,target=110.0/080.0,err=00.0,st=locked",Orin CSI camera solar tracker
2026-08-06T08:15:54.904138+00:00,1,,0,18,100,5300.0,301.887,1600.0,cv,0,,,55.004,1.5,0.1,charging,27.5018,50.0,locked,110.0,80.0,110.0,80.0,0.0,0,synthetic,1,0.92,337.73,264.74,0.05542,-0.1031,640,480,255,80,CRC/QPSK/OFDM,1,0,129,133,1064,532,12,44,960,192,48,"p1br,seq=00018,frame_b=00133,bits=01064,qpsk=00532,ofdm=012,pad_q=00044,gap=0,ok=1","cvtrk,seq=00018,det=1,conf=0.92,x=+0.055,y=-0.103,pan=110.0,tilt=080.0,target=110.0/080.0,err=00.0,st=locked",Orin CSI camera solar tracker
2026-08-06T08:15:55.151467+00:00,1,,0,19,98,5299.782,301.78,1599.366,cv,0,,,55.004,1.499,0.1,charging,27.5019,50.0,locked,109.28,80.0,108.139,80.0,1.141,0,synthetic,1,0.92,300.79,250.05,-0.06004,-0.04186,640,480,255,80,CRC/QPSK/OFDM,1,0,129,133,1064,532,12,44,960,192,48,"p1br,seq=00019,frame_b=00133,bits=01064,qpsk=00532,ofdm=012,pad_q=00044,gap=0,ok=1","cvtrk,seq=00019,det=1,conf=0.92,x=-0.060,y=-0.042,pan=109.3,tilt=080.0,target=108.1/080.0,err=01.1,st=locked",Orin CSI camera solar tracker
2026-08-06T08:15:55.404163+00:00,1,,0,20,93,5298.164,300.984,1594.663,cv,0,,,55.004,1.495,0.1,charging,27.502,50.0,locked,107.194,80.24,103.893,80.489,3.311,0,synthetic,1,0.92,264.39,235.21,-0.17377,0.01997,640,480,255,80,CRC/QPSK/OFDM,1,0,129,133,1064,532,12,44,960,192,48,"p1br,seq=00020,frame_b=00133,bits=01064,qpsk=00532,ofdm=012,pad_q=00044,gap=0,ok=1","cvtrk,seq=00020,det=1,conf=0.92,x=-0.174,y=+0.020,pan=107.2,tilt=080.2,target=103.9/080.5,err=03.3,st=locked",Orin CSI camera solar tracker
2026-08-06T08:15:55.654906+00:00,1,,0,21,85,5295.003,299.433,1585.498,cv,0,,,55.004,1.485,0.1,charging,27.5021,50.0,seeking,103.804,81.218,98.437,82.237,5.463,0,synthetic,1,0.92,229.6,220.44,-0.28249,0.08151,640,480,255,80,CRC/QPSK/OFDM,1,0,129,133,1064,532,12,44,960,192,48,"p1br,seq=00021,frame_b=00133,bits=01064,qpsk=00532,ofdm=012,pad_q=00044,gap=0,ok=1","cvtrk,seq=00021,det=1,conf=0.92,x=-0.282,y=+0.082,pan=103.8,tilt=081.2,target=098.4/082.2,err=05.5,st=seeking",Orin CSI camera solar tracker
2026-08-06T08:15:55.906223+00:00,1,,0,22,73,5290.611,297.282,1572.804,cv,0,,,55.004,1.473,0.1,charging,27.5022,50.0,seeking,99.208,82.921,91.93,84.695,7.491,0,synthetic,1,0.92,197.42,205.94,-0.38306,0.14191,640,480,255,80,CRC/QPSK/OFDM,1,0,129,133,1064,532,12,44,960,192,48,"p1br,seq=00022,frame_b=00133,bits=01064,qpsk=00532,ofdm=012,pad_q=00044,gap=0,ok=1","cvtrk,seq=00022,det=1,conf=0.92,x=-0.383,y=+0.142,pan=099.2,tilt=082.9,target=091.9/084.7,err=07.5,st=seeking",Orin CSI camera solar tracker
2026-08-06T08:15:56.157122+00:00,1,,0,23,59,5285.474,294.774,1558.02,cv,0,,,55.005,1.458,0.1,charging,27.5023,50.0,seeking,93.537,85.324,84.557,87.828,9.322,0,synthetic,1,0.92,168.77,191.93,-0.47259,0.2003,640,480,255,80,CRC/QPSK/OFDM,1,0,129,133,1064,532,12,44,960,192,48,"p1br,seq=00023,frame_b=00133,bits=01064,qpsk=00532,ofdm=012,pad_q=00044,gap=0,ok=1","cvtrk,seq=00023,det=1,conf=0.92,x=-0.473,y=+0.200,pan=093.5,tilt=085.3,target=084.6/087.8,err=09.3,st=seeking",Orin CSI camera solar tracker
2026-08-06T08:15:56.409083+00:00,1,,0,24,42,5280.15,292.184,1542.776,cv,0,,,55.005,1.443,0.1,charging,27.5024,50.0,seeking,86.955,88.394,76.533,91.593,10.901,0,synthetic,1,0.92,144.48,178.6,-0.5485,0.25585,640,480,255,80,CRC/QPSK/OFDM,1,0,129,133,1064,532,12,44,960,192,48,"p1br,seq=00024,frame_b=00133,bits=01064,qpsk=00532,ofdm=012,pad_q=00044,gap=0,ok=1","cvtrk,seq=00024,det=1,conf=0.92,x=-0.549,y=+0.256,pan=087.0,tilt=088.4,target=076.5/091.6,err=10.9,st=seeking",Orin CSI camera solar tracker
2026-08-06T08:15:56.696516+00:00,1,,0,25,24,5281.963,293.065,1547.959,cv,0,,,55.005,1.448,0.1,charging,27.5025,50.0,seeking,79.651,92.088,70.0,95.935,10.39,0,synthetic,1,0.92,125.25,166.13,-0.60859,0.30779,640,480,255,80,CRC/QPSK/OFDM,1,0,129,133,1064,532,12,44,960,192,48,"p1br,seq=00025,frame_b=00133,bits=01064,qpsk=00532,ofdm=012,pad_q=00044,gap=0,ok=1","cvtrk,seq=00025,det=1,conf=0.92,x=-0.609,y=+0.308,pan=079.7,tilt=092.1,target=070.0/095.9,err=10.4,st=seeking",Orin CSI camera solar tracker
2026-08-06T08:15:56.923387+00:00,1,,0,26,5,5297.206,300.514,1591.882,cv,0,,,55.005,1.492,0.1,charging,27.5026,50.0,locked,71.838,96.352,70.0,100.0,4.085,0,synthetic,1,0.92,111.64,154.71,-0.65114,0.35537,640,480,255,80,CRC/QPSK/OFDM,1,0,129,133,1064,532,12,44,960,192,48,"p1br,seq=00026,frame_b=00133,bits=01064,qpsk=00532,ofdm=012,pad_q=00044,gap=0,ok=1","cvtrk,seq=00026,det=1,conf=0.92,x=-0.651,y=+0.355,pan=071.8,tilt=096.4,target=070.0/100.0,err=04.1,st=locked",Orin CSI camera solar tracker
2026-08-06T08:15:57.161073+00:00,1,,0,27,0,5300.0,301.887,1600.0,cv,0,,,55.005,1.5,0.1,charging,27.5027,50.0,locked,70.0,100.0,70.0,100.0,0.0,0,synthetic,1,0.92,104.03,144.5,-0.67491,0.39792,640,480,255,80,CRC/QPSK/OFDM,1,0,129,133,1064,532,12,44,960,192,48,"p1br,seq=00027,frame_b=00133,bits=01064,qpsk=00532,ofdm=012,pad_q=00044,gap=0,ok=1","cvtrk,seq=00027,det=1,conf=0.92,x=-0.675,y=+0.398,pan=070.0,tilt=100.0,target=070.0/100.0,err=00.0,st=locked",Orin CSI camera solar tracker
2026-08-06T08:15:57.413004+00:00,1,,0,28,0,5300.0,301.887,1600.0,cv,0,,,55.006,1.5,0.1,charging,27.5028,50.0,locked,70.0,100.0,70.0,100.0,0.0,0,synthetic,1,0.92,102.65,135.64,-0.67923,0.43485,640,480,255,80,CRC/QPSK/OFDM,1,0,129,133,1064,532,12,44,960,192,48,"p1br,seq=00028,frame_b=00133,bits=01064,qpsk=00532,ofdm=012,pad_q=00044,gap=0,ok=1","cvtrk,seq=00028,det=1,conf=0.92,x=-0.679,y=+0.435,pan=070.0,tilt=100.0,target=070.0/100.0,err=00.0,st=locked",Orin CSI camera solar tracker
2026-08-06T08:15:57.667657+00:00,1,,0,29,0,5300.0,301.887,1600.0,cv,0,,,55.006,1.5,0.1,charging,27.5029,50.0,locked,70.0,100.0,70.0,100.0,0.0,0,synthetic,1,0.92,107.53,128.25,-0.66396,0.46563,640,480,255,80,CRC/QPSK/OFDM,1,0,129,133,1064,532,12,44,960,192,48,"p1br,seq=00029,frame_b=00133,bits=01064,qpsk=00532,ofdm=012,pad_q=00044,gap=0,ok=1","cvtrk,seq=00029,det=1,conf=0.92,x=-0.664,y=+0.466,pan=070.0,tilt=100.0,target=070.0/100.0,err=00.0,st=locked",Orin CSI camera solar tracker
2026-08-06T08:15:57.936501+00:00,1,,0,30,0,5300.0,301.887,1600.0,cv,0,,,55.006,1.5,0.1,charging,27.503,50.0,locked,70.0,100.0,70.0,100.0,0.0,0,synthetic,1,0.92,118.54,122.44,-0.62955,0.48982,640,480,255,80,CRC/QPSK/OFDM,1,0,129,133,1064,532,12,44,960,192,48,"p1br,seq=00030,frame_b=00133,bits=01064,qpsk=00532,ofdm=012,pad_q=00044,gap=0,ok=1","cvtrk,seq=00030,det=1,conf=0.92,x=-0.630,y=+0.490,pan=070.0,tilt=100.0,target=070.0/100.0,err=00.0,st=locked",Orin CSI camera solar tracker
2026-08-06T08:15:58.164492+00:00,1,,0,31,0,5300.0,301.887,1600.0,cv,0,,,55.006,1.5,0.1,charging,27.5031,50.0,locked,70.0,100.0,70.0,100.0,0.0,0,synthetic,1,0.92,135.36,118.3,-0.57699,0.50708,640,480,255,80,CRC/QPSK/OFDM,1,0,129,133,1064,532,12,44,960,192,48,"p1br,seq=00031,frame_b=00133,bits=01064,qpsk=00532,ofdm=012,pad_q=00044,gap=0,ok=1","cvtrk,seq=00031,det=1,conf=0.92,x=-0.577,y=+0.507,pan=070.0,tilt=100.0,target=070.0/100.0,err=00.0,st=locked",Orin CSI camera solar tracker
2026-08-06T08:15:58.524272+00:00,1,,0,32,0,5300.0,301.887,1600.0,cv,0,,,55.006,1.5,0.1,charging,27.5032,50.0,locked,70.0,100.0,70.0,100.0,0.0,0,synthetic,1,0.92,157.5,115.88,-0.5078,0.51717,640,480,255,80,CRC/QPSK/OFDM,1,0,129,133,1064,532,12,44,960,192,48,"p1br,seq=00032,frame_b=00133,bits=01064,qpsk=00532,ofdm=012,pad_q=00044,gap=0,ok=1","cvtrk,seq=00032,det=1,conf=0.92,x=-0.508,y=+0.517,pan=070.0,tilt=100.0,target=070.0/100.0,err=00.0,st=locked",Orin CSI camera solar tracker
2026-08-06T08:15:58.728232+00:00,1,,0,33,0,5300.0,301.887,1600.0,cv,0,,,55.007,1.5,0.1,charging,27.5033,50.0,locked,70.0,100.0,70.0,100.0,0.0,0,synthetic,1,0.92,184.33,115.21,-0.42397,0.51994,640,480,255,80,CRC/QPSK/OFDM,1,0,129,133,1064,532,12,44,960,192,48,"p1br,seq=00033,frame_b=00133,bits=01064,qpsk=00532,ofdm=012,pad_q=00044,gap=0,ok=1","cvtrk,seq=00033,det=1,conf=0.92,x=-0.424,y=+0.520,pan=070.0,tilt=100.0,target=070.0/100.0,err=00.0,st=locked",Orin CSI camera solar tracker
2026-08-06T08:15:58.932113+00:00,1,,0,34,0,5300.0,301.887,1600.0,cv,0,,,55.007,1.5,0.1,charging,27.5034,50.0,locked,70.0,100.0,70.0,100.0,0.0,0,synthetic,1,0.92,215.07,116.31,-0.32791,0.51537,640,480,255,80,CRC/QPSK/OFDM,1,0,129,133,1064,532,12,44,960,192,48,"p1br,seq=00034,frame_b=00133,bits=01064,qpsk=00532,ofdm=012,pad_q=00044,gap=0,ok=1","cvtrk,seq=00034,det=1,conf=0.92,x=-0.328,y=+0.515,pan=070.0,tilt=100.0,target=070.0/100.0,err=00.0,st=locked",Orin CSI camera solar tracker
2026-08-06T08:15:59.168098+00:00,1,,0,35,0,5300.0,301.887,1600.0,cv,0,,,55.007,1.5,0.1,charging,27.5035,50.0,locked,70.0,100.0,70.0,100.0,0.0,0,synthetic,1,0.92,248.83,119.16,-0.2224,0.5035,640,480,255,80,CRC/QPSK/OFDM,1,0,129,133,1064,532,12,44,960,192,48,"p1br,seq=00035,frame_b=00133,bits=01064,qpsk=00532,ofdm=012,pad_q=00044,gap=0,ok=1","cvtrk,seq=00035,det=1,conf=0.92,x=-0.222,y=+0.503,pan=070.0,tilt=100.0,target=070.0/100.0,err=00.0,st=locked",Orin CSI camera solar tracker
2026-08-06T08:15:59.419118+00:00,1,,0,36,0,5300.0,301.887,1600.0,cv,0,,,55.007,1.5,0.1,charging,27.5036,50.0,locked,70.0,100.0,70.0,100.0,0.0,0,synthetic,1,0.92,284.65,123.72,-0.11047,0.48451,640,480,255,80,CRC/QPSK/OFDM,1,0,129,133,1064,532,12,44,960,192,48,"p1br,seq=00036,frame_b=00133,bits=01064,qpsk=00532,ofdm=012,pad_q=00044,gap=0,ok=1","cvtrk,seq=00036,det=1,conf=0.92,x=-0.110,y=+0.485,pan=070.0,tilt=100.0,target=070.0/100.0,err=00.0,st=locked",Orin CSI camera solar tracker
2026-08-06T08:15:59.751456+00:00,1,,0,37,0,5299.999,301.886,1599.996,cv,0,,,55.007,1.5,0.1,charging,27.5037,50.0,locked,70.056,100.0,70.144,100.0,0.088,0,synthetic,1,0.92,321.48,129.92,0.00463,0.45866,640,480,255,80,CRC/QPSK/OFDM,1,0,129,133,1064,532,12,44,960,192,48,"p1br,seq=00037,frame_b=00133,bits=01064,qpsk=00532,ofdm=012,pad_q=00044,gap=0,ok=1","cvtrk,seq=00037,det=1,conf=0.92,x=+0.005,y=+0.459,pan=070.1,tilt=100.0,target=070.1/100.0,err=00.1,st=locked",Orin CSI camera solar tracker
2026-08-06T08:15:59.956982+00:00,1,,0,38,4,5299.135,301.461,1597.484,cv,0,,,55.008,1.497,0.1,charging,27.5038,50.0,locked,71.491,100.0,73.763,100.0,2.273,0,synthetic,1,0.92,358.27,137.68,0.11961,0.42633,640,480,255,80,CRC/QPSK/OFDM,1,0,129,133,1064,532,12,44,960,192,48,"p1br,seq=00038,frame_b=00133,bits=01064,qpsk=00532,ofdm=012,pad_q=00044,gap=0,ok=1","cvtrk,seq=00038,det=1,conf=0.92,x=+0.120,y=+0.426,pan=071.5,tilt=100.0,target=073.8/100.0,err=02.3,st=locked",Orin CSI camera solar tracker
2026-08-06T08:16:00.171408+00:00,1,,0,39,11,5296.77,300.3,1590.619,cv,0,,,55.008,1.491,0.1,charging,27.5039,50.0,locked,74.265,100.0,78.656,100.0,4.392,0,synthetic,1,0.92,393.96,146.89,0.23113,0.38797,640,480,255,80,CRC/QPSK/OFDM,1,0,129,133,1064,532,12,44,960,192,48,"p1br,seq=00039,frame_b=00133,bits=01064,qpsk=00532,ofdm=012,pad_q=00044,gap=0,ok=1","cvtrk,seq=00039,det=1,conf=0.92,x=+0.231,y=+0.388,pan=074.3,tilt=100.0,target=078.7/100.0,err=04.4,st=locked",Orin CSI camera solar tracker
2026-08-06T08:16:00.422888+00:00,1,,0,40,21,5293.179,298.539,1580.219,cv,0,,,55.008,1.48,0.1,charging,27.504,50.0,seeking,78.296,100.0,84.68,100.0,6.384,0,synthetic,1,0.92,427.52,157.41,0.336,0.34412,640,480,255,80,CRC/QPSK/OFDM,1,0,129,133,1064,532,12,44,960,192,48,"p1br,seq=00040,frame_b=00133,bits=01064,qpsk=00532,ofdm=012,pad_q=00044,gap=0,ok=1","cvtrk,seq=00040,det=1,conf=0.92,x=+0.336,y=+0.344,pan=078.3,tilt=100.0,target=084.7/100.0,err=06.4,st=seeking",Orin CSI camera solar tracker
